idcan,csen,lista,partido,cpartido,n_cartilla,genero,nombre,esind,idservel
2512-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2512
2512-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2512
2512-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2512
2512-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2512
2512-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2512
2512-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2512
2512-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2512
2512-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2512
2512-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2512
2516-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2516
2516-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2516
2516-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2516
2516-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2516
2516-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2516
2516-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2516
2516-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2516
2516-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2516
2516-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2516
2516-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2516
2516-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2516
2516-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2516
2516-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2516
2516-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2516
2516-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2516
2516-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2516
2516-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2516
2516-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2516
2516-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2516
2516-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2516
2509-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2509
2509-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2509
2509-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2509
2509-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2509
2509-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2509
2509-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2509
2509-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2509
2509-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2509
2509-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2509
2509-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2509
2509-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2509
2509-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2509
2509-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2509
2509-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2509
2509-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2509
2509-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2509
2509-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2509
2509-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2509
2509-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2509
2509-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2509
2513-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2513
2513-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2513
2513-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2513
2513-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2513
2513-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2513
2513-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2513
2513-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2513
2513-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2513
2513-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2513
2513-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2513
2513-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2513
2513-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2513
2513-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2513
2513-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2513
2513-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2513
2513-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2513
2513-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2513
2513-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2513
2513-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2513
2513-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2513
2514-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2514
2514-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2514
2514-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2514
2514-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2514
2514-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2514
2514-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2514
2514-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2514
2514-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2514
2514-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2514
2514-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2514
2514-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2514
2514-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2514
2514-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2514
2514-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2514
2514-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2514
2514-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2514
2514-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2514
2514-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2514
2514-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2514
2514-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2514
2510-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2510
2510-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2510
2510-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2510
2510-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2510
2510-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2510
2510-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2510
2510-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2510
2510-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2510
2510-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2510
2510-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2510
2510-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2510
2510-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2510
2510-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2510
2510-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2510
2510-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2510
2510-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2510
2510-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2510
2510-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2510
2510-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2510
2510-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2510
2511-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2511
2511-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2511
2511-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2511
2511-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2511
2511-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2511
2511-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2511
2511-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2511
2511-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2511
2511-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2511
2511-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2511
2511-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2511
2511-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2511
2511-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2511
2511-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2511
2511-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2511
2511-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2511
2511-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2511
2511-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2511
2511-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2511
2511-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2511
2515-5003-A-1,5003,A,PDG,PDG,1,M,SINDY TESSA GONZALEZ SALINI,0,2515
2515-5003-A-2,5003,A,PDG,PDG,2,H,JUAN ENRIQUE MORAGA MENA,0,2515
2515-5003-A-3,5003,A,PDG,PDG,3,M,TAMMY SOLEDAD VERDUGO REYES,0,2515
2515-5003-A-4,5003,A,PDG,PDG,4,H,JORGE ANDRES ALVAREZ TAPIA,0,2515
2515-5003-B-5,5003,B,IND-PPD,PPD,5,M,MARIA CANGANA LOYOLA,1,2515
2515-5003-B-6,5003,B,IND-PPD,PPD,6,H,FREDDY VIÑALES VIÑALES,1,2515
2515-5003-B-7,5003,B,PR,PR,7,M,DORIS NERTA NAVARRO FIGUEROA,0,2515
2515-5003-B-8,5003,B,PR,PR,8,H,MARCELO ENCINA MUÑOZ,0,2515
2515-5003-C-9,5003,C,REPUBLICANO,REPUBLICANO,9,M,CARMEN  MONTOYA MAYORGA,0,2515
2515-5003-C-10,5003,C,REPUBLICANO,REPUBLICANO,10,H,CARLOS SOLAR BARRIOS,0,2515
2515-5003-C-11,5003,C,REPUBLICANO,REPUBLICANO,11,M,SIOMARA VANESSA MOLINA FLORES,0,2515
2515-5003-C-12,5003,C,REPUBLICANO,REPUBLICANO,12,H,PATRICIO MALDONADO LAVADO,0,2515
2515-5003-D-13,5003,D,FREVS,FREVS,13,M,JOHANA CRISTINA RIVERA TEJERINA,0,2515
2515-5003-D-14,5003,D,IND-RD,RD,14,H,JOSE ANTONIO GONZALEZ PIZARRO,1,2515
2515-5003-D-15,5003,D,RD,RD,15,M,LILIANA IVANIA GONZALEZ CORTES,0,2515
2515-5003-D-16,5003,D,PCCH,PCCH,16,H,JOSE CRISTIAN MARDONES GALLARDO,0,2515
2515-5003-E-17,5003,E,RN,RN,17,M,DANIELA CASTRO ARAYA,0,2515
2515-5003-E-18,5003,E,IND-RN,RN,18,H,PABLO POMAREDA ECHEVERRIA,1,2515
2515-5003-E-19,5003,E,UDI,UDI,19,M,KATHERINE LOPEZ RIVERA,0,2515
2515-5003-E-20,5003,E,UDI,UDI,20,H,NALTO  ESPINOZA HURTADO,0,2515
2523-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2523
2523-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2523
2523-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2523
2523-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2523
2523-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2523
2523-5004-B-6,5004,B,PPD,PPD,6,H,RAUL ARAYA ZEPEDA,0,2523
2523-5004-B-7,5004,B,PDC,PDC,7,M,VERONICA TERESA GARRIDO BRICEÑO,0,2523
2523-5004-B-8,5004,B,IND-PR,PR,8,H,NELSON DEL TRANSITO LOPEZ LOPEZ,1,2523
2523-5004-C-9,5004,C,REPUBLICANO,REPUBLICANO,9,M,PATRICIA DEL CARMEN HURTADO LOYOLA,0,2523
2523-5004-C-10,5004,C,REPUBLICANO,REPUBLICANO,10,H,SEBASTIAN SIMON VEGA,0,2523
2523-5004-C-11,5004,C,REPUBLICANO,REPUBLICANO,11,M,FRESIA MARIA SEPULVEDA HANCKES,0,2523
2523-5004-C-12,5004,C,REPUBLICANO,REPUBLICANO,12,H,PAUL ALEXANDER SFEIR RUBIO,0,2523
2523-5004-D-13,5004,D,RD,RD,13,M,YORKA ELISABETH QUINTEROS PEREZ,0,2523
2523-5004-D-14,5004,D,PS,PS,14,H,RICARDO NUÑEZ MUÑOZ,0,2523
2523-5004-D-15,5004,D,PS,PS,15,M,MARCELA ALEXANDRA ARAYA SEPULVEDA,0,2523
2523-5004-D-16,5004,D,PCCH,PCCH,16,H,KENSSEL MIGUEL ROJAS CASTRO,0,2523
2523-5004-E-17,5004,E,RN,RN,17,M,YORIS ROJAS VLASTELICA,0,2523
2523-5004-E-18,5004,E,RN,RN,18,H,VITTORIO GHIGLINO BIANCHI,0,2523
2523-5004-E-19,5004,E,IND-UDI,UDI,19,M,MARIAPAZ MIRANDA CATALANO,1,2523
2523-5004-E-20,5004,E,UDI,UDI,20,H,GIOVANNI  CALDERON BASSI,0,2523
2518-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2518
2518-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2518
2518-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2518
2518-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2518
2518-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2518
2518-5004-B-6,5004,B,PPD,PPD,6,H,RAUL ARAYA ZEPEDA,0,2518
2518-5004-B-7,5004,B,PDC,PDC,7,M,VERONICA TERESA GARRIDO BRICEÑO,0,2518
2518-5004-B-8,5004,B,IND-PR,PR,8,H,NELSON DEL TRANSITO LOPEZ LOPEZ,1,2518
2518-5004-C-9,5004,C,REPUBLICANO,REPUBLICANO,9,M,PATRICIA DEL CARMEN HURTADO LOYOLA,0,2518
2518-5004-C-10,5004,C,REPUBLICANO,REPUBLICANO,10,H,SEBASTIAN SIMON VEGA,0,2518
2518-5004-C-11,5004,C,REPUBLICANO,REPUBLICANO,11,M,FRESIA MARIA SEPULVEDA HANCKES,0,2518
2518-5004-C-12,5004,C,REPUBLICANO,REPUBLICANO,12,H,PAUL ALEXANDER SFEIR RUBIO,0,2518
2518-5004-D-13,5004,D,RD,RD,13,M,YORKA ELISABETH QUINTEROS PEREZ,0,2518
2518-5004-D-14,5004,D,PS,PS,14,H,RICARDO NUÑEZ MUÑOZ,0,2518
2518-5004-D-15,5004,D,PS,PS,15,M,MARCELA ALEXANDRA ARAYA SEPULVEDA,0,2518
2518-5004-D-16,5004,D,PCCH,PCCH,16,H,KENSSEL MIGUEL ROJAS CASTRO,0,2518
2518-5004-E-17,5004,E,RN,RN,17,M,YORIS ROJAS VLASTELICA,0,2518
2518-5004-E-18,5004,E,RN,RN,18,H,VITTORIO GHIGLINO BIANCHI,0,2518
2518-5004-E-19,5004,E,IND-UDI,UDI,19,M,MARIAPAZ MIRANDA CATALANO,1,2518
2518-5004-E-20,5004,E,UDI,UDI,20,H,GIOVANNI  CALDERON BASSI,0,2518
2520-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2520
2520-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2520
2520-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2520
2520-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2520
2520-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2520
2520-5004-B-6,5004,B,PPD,PPD,6,H,RAUL ARAYA ZEPEDA,0,2520
2520-5004-B-7,5004,B,PDC,PDC,7,M,VERONICA TERESA GARRIDO BRICEÑO,0,2520
2520-5004-B-8,5004,B,IND-PR,PR,8,H,NELSON DEL TRANSITO LOPEZ LOPEZ,1,2520
2520-5004-C-9,5004,C,REPUBLICANO,REPUBLICANO,9,M,PATRICIA DEL CARMEN HURTADO LOYOLA,0,2520
2520-5004-C-10,5004,C,REPUBLICANO,REPUBLICANO,10,H,SEBASTIAN SIMON VEGA,0,2520
2520-5004-C-11,5004,C,REPUBLICANO,REPUBLICANO,11,M,FRESIA MARIA SEPULVEDA HANCKES,0,2520
2520-5004-C-12,5004,C,REPUBLICANO,REPUBLICANO,12,H,PAUL ALEXANDER SFEIR RUBIO,0,2520
2520-5004-D-13,5004,D,RD,RD,13,M,YORKA ELISABETH QUINTEROS PEREZ,0,2520
2520-5004-D-14,5004,D,PS,PS,14,H,RICARDO NUÑEZ MUÑOZ,0,2520
2520-5004-D-15,5004,D,PS,PS,15,M,MARCELA ALEXANDRA ARAYA SEPULVEDA,0,2520
2520-5004-D-16,5004,D,PCCH,PCCH,16,H,KENSSEL MIGUEL ROJAS CASTRO,0,2520
2520-5004-E-17,5004,E,RN,RN,17,M,YORIS ROJAS VLASTELICA,0,2520
2520-5004-E-18,5004,E,RN,RN,18,H,VITTORIO GHIGLINO BIANCHI,0,2520
2520-5004-E-19,5004,E,IND-UDI,UDI,19,M,MARIAPAZ MIRANDA CATALANO,1,2520
2520-5004-E-20,5004,E,UDI,UDI,20,H,GIOVANNI  CALDERON BASSI,0,2520
2517-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2517
2517-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2517
2517-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2517
2517-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2517
2517-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2517
2517-5004-B-6,5004,B,PPD,PPD,6,H,RAUL ARAYA ZEPEDA,0,2517
2517-5004-B-7,5004,B,PDC,PDC,7,M,VERONICA TERESA GARRIDO BRICEÑO,0,2517
2517-5004-B-8,5004,B,IND-PR,PR,8,H,NELSON DEL TRANSITO LOPEZ LOPEZ,1,2517
2517-5004-C-9,5004,C,REPUBLICANO,REPUBLICANO,9,M,PATRICIA DEL CARMEN HURTADO LOYOLA,0,2517
2517-5004-C-10,5004,C,REPUBLICANO,REPUBLICANO,10,H,SEBASTIAN SIMON VEGA,0,2517
2517-5004-C-11,5004,C,REPUBLICANO,REPUBLICANO,11,M,FRESIA MARIA SEPULVEDA HANCKES,0,2517
2517-5004-C-12,5004,C,REPUBLICANO,REPUBLICANO,12,H,PAUL ALEXANDER SFEIR RUBIO,0,2517
2517-5004-D-13,5004,D,RD,RD,13,M,YORKA ELISABETH QUINTEROS PEREZ,0,2517
2517-5004-D-14,5004,D,PS,PS,14,H,RICARDO NUÑEZ MUÑOZ,0,2517
2517-5004-D-15,5004,D,PS,PS,15,M,MARCELA ALEXANDRA ARAYA SEPULVEDA,0,2517
2517-5004-D-16,5004,D,PCCH,PCCH,16,H,KENSSEL MIGUEL ROJAS CASTRO,0,2517
2517-5004-E-17,5004,E,RN,RN,17,M,YORIS ROJAS VLASTELICA,0,2517
2517-5004-E-18,5004,E,RN,RN,18,H,VITTORIO GHIGLINO BIANCHI,0,2517
2517-5004-E-19,5004,E,IND-UDI,UDI,19,M,MARIAPAZ MIRANDA CATALANO,1,2517
2517-5004-E-20,5004,E,UDI,UDI,20,H,GIOVANNI  CALDERON BASSI,0,2517
2521-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2521
2521-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2521
2521-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2521
2521-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2521
2521-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2521
2521-5004-B-6,5004,B,PPD,PPD,6,H,RAUL ARAYA ZEPEDA,0,2521
2521-5004-B-7,5004,B,PDC,PDC,7,M,VERONICA TERESA GARRIDO BRICEÑO,0,2521
2521-5004-B-8,5004,B,IND-PR,PR,8,H,NELSON DEL TRANSITO LOPEZ LOPEZ,1,2521
2521-5004-C-9,5004,C,REPUBLICANO,REPUBLICANO,9,M,PATRICIA DEL CARMEN HURTADO LOYOLA,0,2521
2521-5004-C-10,5004,C,REPUBLICANO,REPUBLICANO,10,H,SEBASTIAN SIMON VEGA,0,2521
2521-5004-C-11,5004,C,REPUBLICANO,REPUBLICANO,11,M,FRESIA MARIA SEPULVEDA HANCKES,0,2521
2521-5004-C-12,5004,C,REPUBLICANO,REPUBLICANO,12,H,PAUL ALEXANDER SFEIR RUBIO,0,2521
2521-5004-D-13,5004,D,RD,RD,13,M,YORKA ELISABETH QUINTEROS PEREZ,0,2521
2521-5004-D-14,5004,D,PS,PS,14,H,RICARDO NUÑEZ MUÑOZ,0,2521
2521-5004-D-15,5004,D,PS,PS,15,M,MARCELA ALEXANDRA ARAYA SEPULVEDA,0,2521
2521-5004-D-16,5004,D,PCCH,PCCH,16,H,KENSSEL MIGUEL ROJAS CASTRO,0,2521
2521-5004-E-17,5004,E,RN,RN,17,M,YORIS ROJAS VLASTELICA,0,2521
2521-5004-E-18,5004,E,RN,RN,18,H,VITTORIO GHIGLINO BIANCHI,0,2521
2521-5004-E-19,5004,E,IND-UDI,UDI,19,M,MARIAPAZ MIRANDA CATALANO,1,2521
2521-5004-E-20,5004,E,UDI,UDI,20,H,GIOVANNI  CALDERON BASSI,0,2521
2524-5004-A-1,5004,A,PDG,PDG,1,M,CAROLINA DE LOS ANGELES CISTERNAS CEPEDA,0,2524
2524-5004-A-2,5004,A,PDG,PDG,2,H,JAIR ARIEL JOFRE HENRIQUEZ,0,2524
2524-5004-A-3,5004,A,PDG,PDG,3,M,JESSICA ALEJANDRA LIQUITAY MARTINEZ,0,2524
2524-5004-A-4,5004,A,PDG,PDG,4,H,DANIEL FRANCO PATRICIO FLORES SALINAS,0,2524
2524-5004-B-5,5004,B,IND-PR,PR,5,M,NORA LUISA VIÑAS GODOY,1,2524
