circelec,nce,idservel,local,kei
7660,ARICA NORTE,2707,COLEGIO TECNOLOGICO DON BOSCO DE ARICA,COLEGIO TECNOLOGICO DON BOSCO DE ARICA0p0ARICA NORTE
7660,ARICA NORTE,2708,ESCUELA D-24 GABRIELA MISTRAL,ESCUELA D-24 GABRIELA MISTRAL0p0ARICA NORTE
7660,ARICA NORTE,2709,ESCUELA EJERCITO DE SALVACION,ESCUELA EJERCITO DE SALVACION0p0ARICA NORTE
7660,ARICA NORTE,2710,ESCUELA JORGE ALESSANDRI RODRIGUEZ,ESCUELA JORGE ALESSANDRI RODRIGUEZ0p0ARICA NORTE
7660,ARICA NORTE,2711,GIMNASIO MUNICIPAL EPICENTRO II,GIMNASIO MUNICIPAL EPICENTRO II0p0ARICA NORTE
7660,ARICA NORTE,2712,JUNIOR COLLEGE,JUNIOR COLLEGE0p0ARICA NORTE
7660,ARICA NORTE,2713,UNIVERSIDAD ARTURO PRAT,UNIVERSIDAD ARTURO PRAT0p0ARICA NORTE
7699,ARRAU-MENDEZ,825,ESCUELA ARRAU MENDEZ,ESCUELA ARRAU MENDEZ0p0ARRAU-MENDEZ
7481,AYACARA,1397,LICEO PENINSULAR AYACARA,LICEO PENINSULAR AYACARA0p0AYACARA
7611,BAHIA MANSA,1427,ESCUELA RURAL BAHIA MANSA,ESCUELA RURAL BAHIA MANSA0p0BAHIA MANSA
7572,BAHIA MURTA,1505,ESCUELA RURAL CARRETERA AUSTRAL,ESCUELA RURAL CARRETERA AUSTRAL0p0BAHIA MURTA
7657,BAJOS DE MENA,2536,COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE BASICA,COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE BASICA0p0BAJOS DE MENA
7657,BAJOS DE MENA,2537,COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE MEDIA,COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE MEDIA0p0BAJOS DE MENA
7657,BAJOS DE MENA,2538,ESCUELA LAS PALMAS,ESCUELA LAS PALMAS0p0BAJOS DE MENA
7657,BAJOS DE MENA,2539,LICEO MUNICIPAL CHILOE LOCAL: 1,LICEO MUNICIPAL CHILOE LOCAL: 10p0BAJOS DE MENA
7657,BAJOS DE MENA,2540,LICEO MUNICIPAL CHILOE LOCAL: 2,LICEO MUNICIPAL CHILOE LOCAL: 20p0BAJOS DE MENA
7488,BALMACEDA,1484,ESCUELA JOSE ANTOLIN SILVA ORMENO,ESCUELA JOSE ANTOLIN SILVA ORMENO0p0BALMACEDA
7099,BARON,367,COLEGIO LEONARDO MURIALDO,COLEGIO LEONARDO MURIALDO0p0BARON
7099,BARON,368,COLEGIO SALESIANOS VALPARAISO,COLEGIO SALESIANOS VALPARAISO0p0BARON
7099,BARON,369,COLEGIO SAN IGNACIO DE LOYOLA,COLEGIO SAN IGNACIO DE LOYOLA0p0BARON
7099,BARON,370,ESCUELA A-19 HERNAN OLGUIN,ESCUELA A-19 HERNAN OLGUIN0p0BARON
7099,BARON,382,ESCUELA D-250 GASPAR CABRALES,ESCUELA D-250 GASPAR CABRALES0p0BARON
7099,BARON,371,ESCUELA D-255 ALEMANIA,ESCUELA D-255 ALEMANIA0p0BARON
7099,BARON,372,ESCUELA D-256 REPUBLICA DEL URUGUAY,ESCUELA D-256 REPUBLICA DEL URUGUAY0p0BARON
7099,BARON,373,ESCUELA D-314 JOAQUIN EDWARDS BELLO,ESCUELA D-314 JOAQUIN EDWARDS BELLO0p0BARON
7099,BARON,374,ESCUELA JUAN DE SAAVEDRA,ESCUELA JUAN DE SAAVEDRA0p0BARON
7099,BARON,375,ESCUELA REPUBLICA DEL PARAGUAY,ESCUELA REPUBLICA DEL PARAGUAY0p0BARON
7099,BARON,376,INSTITUTO DE MATEMATICAS PUCV MALAQUIAS MORALES MUÑOZ,INSTITUTO DE MATEMATICAS PUCV MALAQUIAS MORALES MUÑOZ0p0BARON
7099,BARON,377,INSTITUTO SUPERIOR DE COMERCIO FRANCISCO ARAYA BENNET,INSTITUTO SUPERIOR DE COMERCIO FRANCISCO ARAYA BENNET0p0BARON
7099,BARON,378,LICEO COEDUCACIONAL LA IGUALDAD,LICEO COEDUCACIONAL LA IGUALDAD0p0BARON
7099,BARON,379,LICEO DE NIÑAS MARIA FRANCK DE MAC DOUGALL,LICEO DE NIÑAS MARIA FRANCK DE MAC DOUGALL0p0BARON
7099,BARON,380,LICEO JUANA ROSS DE EDWARDS,LICEO JUANA ROSS DE EDWARDS0p0BARON
7099,BARON,383,LICEO TECNICO PROFESIONAL BARON,LICEO TECNICO PROFESIONAL BARON0p0BARON
7099,BARON,381,UNIVERSIDAD FEDERICO SANTA MARIA CASA CENTRAL Y EDIFICIO P,UNIVERSIDAD FEDERICO SANTA MARIA CASA CENTRAL Y EDIFICIO P0p0BARON
7054,BARRAZA,222,ESCUELA BARRAZA BAJO,ESCUELA BARRAZA BAJO0p0BARRAZA
7594,BARROS ARANA,1272,LICEO MUNICIPAL BARROS ARANA,LICEO MUNICIPAL BARROS ARANA0p0BARROS ARANA
7662,BATUCO,2541,ESCUELA REPUBLICA DE POLONIA,ESCUELA REPUBLICA DE POLONIA0p0BATUCO
7662,BATUCO,2542,LICEO MUNICIPAL DE BATUCO,LICEO MUNICIPAL DE BATUCO0p0BATUCO
7005,BELEN,2699,ESCUELA SAN SANTIAGO DE BELEN,ESCUELA SAN SANTIAGO DE BELEN0p0BELEN
7185,BELLAVISTA,2054,BALNEARIO MUNICIPAL,BALNEARIO MUNICIPAL0p0BELLAVISTA
7185,BELLAVISTA,2073,COLEGIO ATENAS,COLEGIO ATENAS0p0BELLAVISTA
7185,BELLAVISTA,2055,COLEGIO PARTICULAR ALCANTARA DE LA CORDILLERA LOCAL: 1,COLEGIO PARTICULAR ALCANTARA DE LA CORDILLERA LOCAL: 10p0BELLAVISTA
7185,BELLAVISTA,2056,COLEGIO PARTICULAR ALCANTARA DE LA CORDILLERA LOCAL: 2,COLEGIO PARTICULAR ALCANTARA DE LA CORDILLERA LOCAL: 20p0BELLAVISTA
7185,BELLAVISTA,2060,COLEGIO PARTICULAR PATRONA SEÑORA DE LOURDES,COLEGIO PARTICULAR PATRONA SEÑORA DE LOURDES0p0BELLAVISTA
7185,BELLAVISTA,2071,COLEGIO POLIVALENTE VICENTE VALDES,COLEGIO POLIVALENTE VICENTE VALDES0p0BELLAVISTA
7185,BELLAVISTA,2062,COLEGIO SANTA MARIA LOCAL: 1,COLEGIO SANTA MARIA LOCAL: 10p0BELLAVISTA
7185,BELLAVISTA,2063,COLEGIO SANTA MARIA LOCAL: 2,COLEGIO SANTA MARIA LOCAL: 20p0BELLAVISTA
7185,BELLAVISTA,2074,COMPLEJO EDUCACIONAL MUNICIPAL CARDENAL ANTONIO SAMORE,COMPLEJO EDUCACIONAL MUNICIPAL CARDENAL ANTONIO SAMORE0p0BELLAVISTA
7185,BELLAVISTA,2064,ESCUELA BELLAVISTA,ESCUELA BELLAVISTA0p0BELLAVISTA
7185,BELLAVISTA,2065,ESCUELA LAS ARAUCARIAS,ESCUELA LAS ARAUCARIAS0p0BELLAVISTA
7185,BELLAVISTA,2066,ESCUELA PARTICULAR ROSARIO CONCHA,ESCUELA PARTICULAR ROSARIO CONCHA0p0BELLAVISTA
7185,BELLAVISTA,2067,ESCUELA SANTA IRENE,ESCUELA SANTA IRENE0p0BELLAVISTA
7185,BELLAVISTA,2068,GIMNASIO MUNICIPAL LOCAL: 1,GIMNASIO MUNICIPAL LOCAL: 10p0BELLAVISTA
7185,BELLAVISTA,2069,GIMNASIO MUNICIPAL LOCAL: 2,GIMNASIO MUNICIPAL LOCAL: 20p0BELLAVISTA
7185,BELLAVISTA,2057,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 1,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 10p0BELLAVISTA
7185,BELLAVISTA,2058,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 2,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 20p0BELLAVISTA
7185,BELLAVISTA,2059,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 3,LICEO BICENTENARIO DE EXCELENCIA BENJAMIN VICUÑA MACKENNA LOCAL: 30p0BELLAVISTA
7185,BELLAVISTA,2072,LICEO NUEVO AMANECER,LICEO NUEVO AMANECER0p0BELLAVISTA
7185,BELLAVISTA,2070,LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA,LICEO POLIVALENTE MUNICIPAL DE LA FLORIDA0p0BELLAVISTA
7185,BELLAVISTA,2061,PIERRE TEILHARD DE CHARDIN,PIERRE TEILHARD DE CHARDIN0p0BELLAVISTA
7704,BUCALEMU,676,ESCUELA BASICA UNION DE MUJERES AMERICANAS,ESCUELA BASICA UNION DE MUJERES AMERICANAS0p0BUCALEMU
7729,BUCHUPUREO,2808,ESCUELA BASICA BUCHUPUREO,ESCUELA BASICA BUCHUPUREO0p0BUCHUPUREO
7700,BUENOS AIRES,826,ESCUELA JOSE MATTA CALLEJON,ESCUELA JOSE MATTA CALLEJON0p0BUENOS AIRES
7214,BUIN,2391,ESCUELA LOS ROSALES DEL BAJO,ESCUELA LOS ROSALES DEL BAJO0p0BUIN
7214,BUIN,2392,ESCUELA VILLASECA,ESCUELA VILLASECA0p0BUIN
7214,BUIN,2393,"LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 1","LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 10p0BUIN"
7214,BUIN,2394,"LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 2","LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 20p0BUIN"
7214,BUIN,2395,"LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 3","LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 30p0BUIN"
7214,BUIN,2396,"LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 4","LICEO A-131 BASICA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 40p0BUIN"
7214,BUIN,2397,"LICEO A-131 MEDIA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 1","LICEO A-131 MEDIA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 10p0BUIN"
7214,BUIN,2398,"LICEO A-131 MEDIA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 2","LICEO A-131 MEDIA ""HAYDEE AZOCAR MANSILLA"" LOCAL: 20p0BUIN"
7214,BUIN,2402,LICEO FRANCISCO JAVIER KRUGGER ALVARADO,LICEO FRANCISCO JAVIER KRUGGER ALVARADO0p0BUIN
7214,BUIN,2401,LICEO POLIVALENTE MODERNO  CARDENAL CARO MEDIA LOCAL: 2,LICEO POLIVALENTE MODERNO  CARDENAL CARO MEDIA LOCAL: 20p0BUIN
7214,BUIN,2399,LICEO POLIVALENTE MODERNO CARDENAL CARO BASICA,LICEO POLIVALENTE MODERNO CARDENAL CARO BASICA0p0BUIN
7214,BUIN,2400,LICEO POLIVALENTE MODERNO CARDENAL CARO MEDIA LOCAL: 1,LICEO POLIVALENTE MODERNO CARDENAL CARO MEDIA LOCAL: 10p0BUIN
7322,BULNES,2778,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA0p0BULNES
7322,BULNES,2779,LICEO MANUEL BULNES,LICEO MANUEL BULNES0p0BULNES
7322,BULNES,2780,LICEO SANTA CRUZ DE LARQUI,LICEO SANTA CRUZ DE LARQUI0p0BULNES
7315,BUSTAMANTE,2766,ESCUELA HEROES DE IQUIQUE,ESCUELA HEROES DE IQUIQUE0p0BUSTAMANTE
7074,CABILDO,266,ESCUELA BASICA ARAUCARIA,ESCUELA BASICA ARAUCARIA0p0CABILDO
7074,CABILDO,267,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA,LICEO BICENTENARIO TECNICO PROFESIONAL DE MINERIA0p0CABILDO
7074,CABILDO,268,LICEO POLIVALENTE A-2 DE CABILDO,LICEO POLIVALENTE A-2 DE CABILDO0p0CABILDO
7513,CABO DE HORNOS (NAVARINO),1556,LICEO DONALD MC-INTYRE GRIFFITHS,LICEO DONALD MC-INTYRE GRIFFITHS0p0CABO DE HORNOS (NAVARINO)
7357,CABRERO,1001,ANEXO ENRIQUE ZAÑARTU PRIETO,ANEXO ENRIQUE ZAÑARTU PRIETO0p0CABRERO
7357,CABRERO,1002,ESCUELA ALTO CABRERO,ESCUELA ALTO CABRERO0p0CABRERO
7357,CABRERO,1003,ESCUELA BASICA ENRIQUE ZAÑARTU PRIETO,ESCUELA BASICA ENRIQUE ZAÑARTU PRIETO0p0CABRERO
7357,CABRERO,1004,LICEO POLIVALENTE MANUEL ARISTIDES ZAÑARTU ZAÑARTU,LICEO POLIVALENTE MANUEL ARISTIDES ZAÑARTU ZAÑARTU0p0CABRERO
7311,CACHAPOAL,2760,ESCUELA CACHAPOAL,ESCUELA CACHAPOAL0p0CACHAPOAL
7068,CAIMANES,247,ESCUELA CLARA VIAL ORREGO,ESCUELA CLARA VIAL ORREGO0p0CAIMANES
7628,CAJON,1275,COMPLEJO EDUCACIONAL LA GRANJA,COMPLEJO EDUCACIONAL LA GRANJA0p0CAJON
7019,CALAMA,61,COLEGIO CALAMA,COLEGIO CALAMA0p0CALAMA
7019,CALAMA,62,ESCUELA BASICA 21 DE MAYO,ESCUELA BASICA 21 DE MAYO0p0CALAMA
7019,CALAMA,63,ESCUELA BASICA CLAUDIO ARRAU,ESCUELA BASICA CLAUDIO ARRAU0p0CALAMA
7019,CALAMA,64,ESCUELA BASICA EMILIO SOTOMAYOR,ESCUELA BASICA EMILIO SOTOMAYOR0p0CALAMA
7019,CALAMA,65,ESCUELA BASICA JOHN FITZGERALD KENNEDY,ESCUELA BASICA JOHN FITZGERALD KENNEDY0p0CALAMA
7019,CALAMA,66,ESCUELA BASICA PEDRO VERGARA KELLER,ESCUELA BASICA PEDRO VERGARA KELLER0p0CALAMA
7019,CALAMA,67,ESCUELA BASICA REPUBLICA DE GRECIA,ESCUELA BASICA REPUBLICA DE GRECIA0p0CALAMA
7019,CALAMA,68,ESCUELA PRESIDENTE BALMACEDA,ESCUELA PRESIDENTE BALMACEDA0p0CALAMA
7019,CALAMA,69,ESCUELA REPUBLICA DE BOLIVIA,ESCUELA REPUBLICA DE BOLIVIA0p0CALAMA
7019,CALAMA,70,ESCUELA REPUBLICA DE FRANCIA,ESCUELA REPUBLICA DE FRANCIA0p0CALAMA
7019,CALAMA,71,ESCUELA VADO DE TOPATER,ESCUELA VADO DE TOPATER0p0CALAMA
7019,CALAMA,72,INSTITUTO OBISPO SILVA LEZAETA,INSTITUTO OBISPO SILVA LEZAETA0p0CALAMA
7019,CALAMA,73,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS,LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS0p0CALAMA
7019,CALAMA,74,LICEO BICENTENARIO LUIS CRUZ MARTINEZ,LICEO BICENTENARIO LUIS CRUZ MARTINEZ0p0CALAMA
7019,CALAMA,75,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE,LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE0p0CALAMA
7019,CALAMA,76,LICEO ELEUTERIO RAMIREZ MOLINA,LICEO ELEUTERIO RAMIREZ MOLINA0p0CALAMA
7019,CALAMA,77,LICEO FRANCISCO DE AGUIRRE,LICEO FRANCISCO DE AGUIRRE0p0CALAMA
7019,CALAMA,78,LICEO JORGE ALESSANDRI RODRIGUEZ,LICEO JORGE ALESSANDRI RODRIGUEZ0p0CALAMA
7019,CALAMA,79,LICEO MINERO AMERICA,LICEO MINERO AMERICA0p0CALAMA
7458,CALBUCO,1348,COLEGIO SAN MIGUEL,COLEGIO SAN MIGUEL0p0CALBUCO
7458,CALBUCO,1349,ESCUELA EULOGIO GOYCOLEA GARAY Y GIMNASIO,ESCUELA EULOGIO GOYCOLEA GARAY Y GIMNASIO0p0CALBUCO
7458,CALBUCO,1350,ESCUELA JOSE MANUEL BALMACEDA,ESCUELA JOSE MANUEL BALMACEDA0p0CALBUCO
7458,CALBUCO,1351,GIMNASIO FISCAL CALBUCO,GIMNASIO FISCAL CALBUCO0p0CALBUCO
7036,CALDERA,153,ESCUELA DE DESARROLLO ARTISTICO,ESCUELA DE DESARROLLO ARTISTICO0p0CALDERA
7036,CALDERA,154,ESCUELA MANUEL ORELLA ECHANEZ,ESCUELA MANUEL ORELLA ECHANEZ0p0CALDERA
7092,CALERA,325,COLEGIO BECARB II,COLEGIO BECARB II0p0CALERA
7092,CALERA,331,COLEGIO FUNDADORES DE LA CALERA,COLEGIO FUNDADORES DE LA CALERA0p0CALERA
7092,CALERA,332,COLEGIO TERESA BROWN DE ARIZTIA,COLEGIO TERESA BROWN DE ARIZTIA0p0CALERA
7092,CALERA,326,ESCUELA BASICA IRMA SAPIAIN ,ESCUELA BASICA IRMA SAPIAIN 0p0CALERA
7092,CALERA,327,ESCUELA BASICA PALESTINA,ESCUELA BASICA PALESTINA0p0CALERA
7092,CALERA,328,ESCUELA JOSEFINA HUICI,ESCUELA JOSEFINA HUICI0p0CALERA
7092,CALERA,329,LICEO PARTICULAR SAN JOSE,LICEO PARTICULAR SAN JOSE0p0CALERA
7092,CALERA,330,LICEO PEDRO DE VALDIVIA B-17,LICEO PEDRO DE VALDIVIA B-170p0CALERA
7213,CALERA DE TANGO,2390,LICEO MUNICIPAL POETISA GABRIELA MISTRAL,LICEO MUNICIPAL POETISA GABRIELA MISTRAL0p0CALERA DE TANGO
7213,CALERA DE TANGO,2388,LICEO MUNICIPAL POETISA GABRIELA MISTRAL ENSEÑANZA BASICA LOCAL: 1,LICEO MUNICIPAL POETISA GABRIELA MISTRAL ENSEÑANZA BASICA LOCAL: 10p0CALERA DE TANGO
7213,CALERA DE TANGO,2389,LICEO MUNICIPAL POETISA GABRIELA MISTRAL ENSEÑANZA BASICA LOCAL: 2,LICEO MUNICIPAL POETISA GABRIELA MISTRAL ENSEÑANZA BASICA LOCAL: 20p0CALERA DE TANGO
7081,CALLE LARGA,285,COLEGIO PARTICULAR SAN JOSE,COLEGIO PARTICULAR SAN JOSE0p0CALLE LARGA
7081,CALLE LARGA,284,ESCUELA BASICA LA PAMPILLA,ESCUELA BASICA LA PAMPILLA0p0CALLE LARGA
7081,CALLE LARGA,286,POLIDEPORTIVO LICEO TECNICO PROFESIONAL PEDRO AGUIRRE CERDA,POLIDEPORTIVO LICEO TECNICO PROFESIONAL PEDRO AGUIRRE CERDA0p0CALLE LARGA
7003,CAMARONES,2697,ESCUELA VALLE DE CUYA,ESCUELA VALLE DE CUYA0p0CAMARONES
7011,CAMIÑA,27,ESCUELA CAMIÑA,ESCUELA CAMIÑA0p0CAMIÑA
7578,CAMPANARIO,2800,LICEO CAMPANARIO,LICEO CAMPANARIO0p0CAMPANARIO
7738,CANCURA,1467,ESCUELA RURAL LUZ Y SABER,ESCUELA RURAL LUZ Y SABER0p0CANCURA
7071,CANELA (CANELA BAJA),250,ESCUELA BASICA HECTOR JORQUERA VALENCIA ,ESCUELA BASICA HECTOR JORQUERA VALENCIA 0p0CANELA (CANELA BAJA)
7379,CAÑETE,1052,ESCUELA ARTURO PRAT CHACON,ESCUELA ARTURO PRAT CHACON0p0CAÑETE
7379,CAÑETE,1053,ESCUELA BASICA RENE ANDRADES TOLEDO,ESCUELA BASICA RENE ANDRADES TOLEDO0p0CAÑETE
7379,CAÑETE,1054,ESCUELA LEONCIO ARANEDA FIGUEROA,ESCUELA LEONCIO ARANEDA FIGUEROA0p0CAÑETE
7379,CAÑETE,1055,LICEO GABRIELA MISTRAL,LICEO GABRIELA MISTRAL0p0CAÑETE
7379,CAÑETE,1056,LICEO HUMANISTA CIENTIFICO JOSE DE LA CRUZ MIRANDA CORREA,LICEO HUMANISTA CIENTIFICO JOSE DE LA CRUZ MIRANDA CORREA0p0CAÑETE
7562,CAÑITAS,1411,ESCUELA RURAL CAÑITAS,ESCUELA RURAL CAÑITAS0p0CAÑITAS
7171,CAPITAN AVALOS,1945,ESCUELA BASICA JOSE MARTI,ESCUELA BASICA JOSE MARTI0p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1944,ESCUELA BASICA NUESTRA SEÑORA MARIA INMACULADA ,ESCUELA BASICA NUESTRA SEÑORA MARIA INMACULADA 0p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1946,ESCUELA ORLANDO LETELIER,ESCUELA ORLANDO LETELIER0p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1947,LICEO CHRISTA MC AULIFFE LOCAL: 1,LICEO CHRISTA MC AULIFFE LOCAL: 10p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1948,LICEO CHRISTA MC AULIFFE LOCAL: 2,LICEO CHRISTA MC AULIFFE LOCAL: 20p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1949,LICEO JUAN GOMEZ MILLAS LOCAL: 1,LICEO JUAN GOMEZ MILLAS LOCAL: 10p0CAPITAN AVALOS
7171,CAPITAN AVALOS,1950,LICEO JUAN GOMEZ MILLAS LOCAL: 2,LICEO JUAN GOMEZ MILLAS LOCAL: 20p0CAPITAN AVALOS
7545,CAPITAN PASTENE,1264,ESCUELA BASICA REPUBLICA DE ITALIA,ESCUELA BASICA REPUBLICA DE ITALIA0p0CAPITAN PASTENE
7420,CARAHUE,1250,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ,COMPLEJO EDUCACIONAL DARIO SALAS DIAZ0p0CARAHUE
7420,CARAHUE,1248,ESCUELA BASICA KIM RUKA PABELLON A,ESCUELA BASICA KIM RUKA PABELLON A0p0CARAHUE
7420,CARAHUE,1249,ESCUELA BASICA KIM RUKA PABELLON B,ESCUELA BASICA KIM RUKA PABELLON B0p0CARAHUE
7420,CARAHUE,1251,LICEO PUBLICO BICENTENARIO CLAUDIO ARRAU LEON,LICEO PUBLICO BICENTENARIO CLAUDIO ARRAU LEON0p0CARAHUE
7655,CARAMPANGUE,1082,LICEO POLITECNICO CARAMPANGUE,LICEO POLITECNICO CARAMPANGUE0p0CARAMPANGUE
7564,CARELMAPU,1413,ESCUELA FRANCISCO CORTES OJEDA,ESCUELA FRANCISCO CORTES OJEDA0p0CARELMAPU
7060,CAREN,230,COLEGIO RIO GRANDE,COLEGIO RIO GRANDE0p0CAREN
7119,CARTAGENA,497,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,COLEGIO PRESIDENTE AGUIRRE CERDA G-4960p0CARTAGENA
7119,CARTAGENA,498,COLEGIO VILLA CARTAGO,COLEGIO VILLA CARTAGO0p0CARTAGENA
7119,CARTAGENA,499,LICEO A-44 POETA VICENTE HUIDOBRO,LICEO A-44 POETA VICENTE HUIDOBRO0p0CARTAGENA
7115,CASABLANCA,482,ESCUELA ARTURO ECHAZARRETA LARRAIN,ESCUELA ARTURO ECHAZARRETA LARRAIN0p0CASABLANCA
7115,CASABLANCA,481,ESCUELA ESPECIAL HUMBERTO MOATH,ESCUELA ESPECIAL HUMBERTO MOATH0p0CASABLANCA
7115,CASABLANCA,479,ESCUELA MANUEL BRAVO REYES,ESCUELA MANUEL BRAVO REYES0p0CASABLANCA
7115,CASABLANCA,480,LICEO BICENTENARIO MANUEL DE SALAS,LICEO BICENTENARIO MANUEL DE SALAS0p0CASABLANCA
7634,CASMA,1430,ESCUELA RURAL LOS LINARES DE CASMA,ESCUELA RURAL LOS LINARES DE CASMA0p0CASMA
7465,CASTRO,1369,ESCUELA AYTUE,ESCUELA AYTUE0p0CASTRO
7465,CASTRO,1370,ESCUELA LUIS URIBE DIAZ Y GIMNASIO,ESCUELA LUIS URIBE DIAZ Y GIMNASIO0p0CASTRO
7465,CASTRO,1365,GIMNASIO MUNICIPAL,GIMNASIO MUNICIPAL0p0CASTRO
7465,CASTRO,1366,LICEO FRANCISCO COLOANE,LICEO FRANCISCO COLOANE0p0CASTRO
7465,CASTRO,1367,LICEO POLITECNICO DE CASTRO,LICEO POLITECNICO DE CASTRO0p0CASTRO
7465,CASTRO,1368,POLIDEPORTIVO DE CASTRO,POLIDEPORTIVO DE CASTRO0p0CASTRO
7710,CASTRO SUR,1463,LICEO GALVARINO RIVEROS CARDENAS,LICEO GALVARINO RIVEROS CARDENAS0p0CASTRO SUR
7076,CATAPILCO,270,COLEGIO MERCEDES MATURANA GALLARDO,COLEGIO MERCEDES MATURANA GALLARDO0p0CATAPILCO
7088,CATEMU,307,ESCUELA MARIA TERESA DEL CANTO MOLINA,ESCUELA MARIA TERESA DEL CANTO MOLINA0p0CATEMU
7088,CATEMU,308,LICEO POLIVALENTE FERNANDO SILVA CASTELLON,LICEO POLIVALENTE FERNANDO SILVA CASTELLON0p0CATEMU
7296,CATILLO,791,COLEGIO ALBERTO MOLINA CASTILLO,COLEGIO ALBERTO MOLINA CASTILLO0p0CATILLO
7726,CAUÑICU,1091,ESCUELA PARTICULAR CAUÑICU,ESCUELA PARTICULAR CAUÑICU0p0CAUÑICU
7302,CAUQUENES,804,COLEGIO BLANCO ENCALADA,COLEGIO BLANCO ENCALADA0p0CAUQUENES
7302,CAUQUENES,805,ESCUELA INDEPENDENCIA,ESCUELA INDEPENDENCIA0p0CAUQUENES
7302,CAUQUENES,806,LICEO ANTONIO VARAS,LICEO ANTONIO VARAS0p0CAUQUENES
7302,CAUQUENES,807,LICEO BICENTENARIO DE CAUQUENES,LICEO BICENTENARIO DE CAUQUENES0p0CAUQUENES
7302,CAUQUENES,808,LICEO CLAUDINA URRUTIA DE LAVIN,LICEO CLAUDINA URRUTIA DE LAVIN0p0CAUQUENES
7302,CAUQUENES,809,LICEO INMACULADA CONCEPCION,LICEO INMACULADA CONCEPCION0p0CAUQUENES
7683,CAYURRUCA,2666,ESCUELA RURAL COLONIA DIUMEN,ESCUELA RURAL COLONIA DIUMEN0p0CAYURRUCA
7162,CERRILLOS,1886,COLEGIO PARTICULAR MATER DEI,COLEGIO PARTICULAR MATER DEI0p0CERRILLOS
7162,CERRILLOS,1887,COLEGIO SAN JOSE DE CERRILLOS,COLEGIO SAN JOSE DE CERRILLOS0p0CERRILLOS
7162,CERRILLOS,1888,ESCUELA BASICA CAMPOS DE MAIPU - CERRILLOS,ESCUELA BASICA CAMPOS DE MAIPU - CERRILLOS0p0CERRILLOS
7162,CERRILLOS,1892,ESCUELA BASICA CONDORES DE PLATA,ESCUELA BASICA CONDORES DE PLATA0p0CERRILLOS
7162,CERRILLOS,1889,ESCUELA BASICA PARTICULAR SAINT MAURICES,ESCUELA BASICA PARTICULAR SAINT MAURICES0p0CERRILLOS
7162,CERRILLOS,1890,ESCUELA BASICA PEDRO AGUIRRE CERDA,ESCUELA BASICA PEDRO AGUIRRE CERDA0p0CERRILLOS
7162,CERRILLOS,1891,ESCUELA CERRILLOS,ESCUELA CERRILLOS0p0CERRILLOS
7162,CERRILLOS,1893,ESCUELA EJERCITO LIBERTADOR DE CERRILLOS,ESCUELA EJERCITO LIBERTADOR DE CERRILLOS0p0CERRILLOS
7162,CERRILLOS,1894,ESCUELA ESTRELLA REINA DE CHILE,ESCUELA ESTRELLA REINA DE CHILE0p0CERRILLOS
7162,CERRILLOS,1895,ESCUELA JOSE JOAQUIN PRIETO VIAL,ESCUELA JOSE JOAQUIN PRIETO VIAL0p0CERRILLOS
7162,CERRILLOS,1896,ESCUELA LOTHAR KOMMER BRUGER,ESCUELA LOTHAR KOMMER BRUGER0p0CERRILLOS
